poiId,city,poiName,commentCount,commentScore,heatScore,sightLevelStr,price,latitude,longitude,tagNameList,shortFeatures,reference_time,summary,opening_hours
92088,Shanghai,Shanghai Jewish Refugees Museum,710,4.6,4.8,4A,20.0,31.254028,121.509187,Memorial Halls,Reflecting the life of Jewish refugees during World War II.,1-2 hours,"The Shanghai Jewish Refugees Museum commemorates the nearly 30,000 Jewish refugees who were accepted by Shanghai during World War II to escape Nazi massacres and persecution. Shanghai became their ""Noah's Ark."" The ""Tilanqiao Historical and Cultural Area"" still preserves much of the appearance of the Jewish settlement at that time. It is the only historical site in China that reflects the life of Jewish refugees during World War II.",Open at  09:00-17:00(Tickets available until 16:00; admission ends at 16:00)
75616,Shanghai,Longhua Temple,446,4.7,4.5,,0.0,31.175344,121.45186,Temples,An ancient temple with a long history and a large scale,2-3 hours,"Most of the temples in Longhua Temple today belong to buildings dating from the Tongzhi and Guangxu periods of the Qing Dynasty, followed by Maitreya Hall, Tianwang Hall, Daxiong Hall, Three Sacred Hall, Abbot Room and Sutra Tower.
The Qinglong bronze bell cast during the Guangxu period, as the ""Longhua Late Bell"", was one of the ""Eight Scenes in Shanghai"" in the past. During the Wanli period of the Ming Dynasty, 718 letters of the Tripitaka, Fan Jin Chiba Baolian Piluzana Buddha and the royal gold seals were awarded as the ""Three Treasures of Temple Protection"" of Longhua Temple.",Opens at 07:00-16:30
98507,Shanghai,Nanxiang Ancient Town,796,4.4,4.6,4A,0.0,31.290631,121.308509,Ancient Towns and Villages,"The larger Jiangnan garden in Shanghai, Guyi Garden.",1 day,"Nanxiang Ancient Town is one of the four historical towns of Shanghai. The town was named after the Baihe Nanxiang Temple, which was built in the fourth year of the Liang Tianjian era (505 AD). It was historically praised as ""a small Nanxiang rivaling Suzhou"" and boasts a long history, rich cultural heritage, and numerous historical sites, making it a popular tourist destination.

The town is home to several historical relics, including the Guyi Garden, one of the four classical gardens of Jiangnan, the Tian'en Bridge built during the Qing Shunzhi period, the thousand-year-old Yunxiang Temple, and the Five Dynasties Brick Pagoda. The famous Nanxiang Xiaolongbao, with a history of over 100 years, remains delicious and has become one of the town's specialties and symbols. Additionally, Nanxiang has produced many outstanding figures throughout history, such as Li Liufang, one of the ""Four Scholars of Jiading"" in the Ming Dynasty, the Qing Dynasty bamboo carving master Wu Zhifan, and the contemporary Chinese painting master Lu Yanshao.","Open year round, 24/7"
90439,Shanghai,Shanghai Glass Museum,1478,4.3,5.7,4A,80.0,31.343843,121.472088,Explore the Exhibition Hall; Hidden Gems for Kids; Museums,Appreciate various exquisite glass artworks.,1-2 hours,"This is the first glass museum in the country, transformed from a glass factory site. Upon entering the museum, designed in the shape of an old glass furnace workshop, you can gain a deeper understanding of the commonly seen glass: not only can you appreciate exquisite glass exhibits and watch the glass-making process live, but you can also try your hand at coloring finished glass products, or purchase finely crafted glass items to take home. It is a great place to visit with children, but safety precautions should be observed.",Open at  10:00-17:00(Admission ends at 16:30)
10533920,Shanghai,Binjiang Park,406,4.7,2.9,,0.0,31.235904,121.496789,Night tour and sightseeing; City Parks; Nighttime sightseeing,Landscape project along the Huangpu River,1-2 hours,"Binjiang Garden is a riverside landscape project that integrates sightseeing, greening, transportation and service facilities, focusing on the urban ecological environment and functions. The Binjiang Garden consists of hydrophilic platforms, slope greening, landscape roads and the 50-year-old Binjiang Garden (formerly Pudong Park). It is the East Bund of Shanghai in the 21st century.","Open year round, 24/7"
36427993,Shanghai,Pujiang Country Park,1112,4.4,5.0,4A,0.0,31.049145,121.507709,Kid-friendly Hidden Gems: Nature and Adventure; City Parks; Botanical Gardens; Flower Fields,"Horticultural Farming Island, Waterfront Camping",2-5 hours,,Opens at 08:30-17:00(Admission ends at 16:30)
10758356,Shanghai,Shanghai Circus World,643,4.6,5.7,,361.0,31.278049,121.451819,City coordinates; Modern Architecture,Shanghai large circus city,2 hours,"The building of Shanghai Circus, known as the landmark building in Zhabei District, is a yellow round dumpling. In Circus City, you can watch circus performances and performances of Journey to Time and Space. After watching the performances, you can drink some hot drinks and buy souvenirs in the shopping rest area. The first half of the circus is animal performances, such as monkeys riding bicycles, black bears driving, lions and tigers. After the end of the first half, there was a ten-minute break in between. In the second half, you can see performances such as dancing with ropes in the air and riding horses. Many positions in the middle of the stage are occupied by tour groups, so try to book tickets in advance for individual tours. The scene of ""Journey to Time and Space"" is very grand, with sound effects and lighting combined with superb performance skills, even the audience in the stands will feel very exciting. There will be a blind spot for a few minutes in 120 yuan's position of ""Journey to Time and Space"", and the illumination lights of odd numbers in Area C will also affect people with even numbers.",
10524066,Shanghai,Huaihai Road,914,4.6,4.4,,0.0,31.218771,121.469685,Neighborhood Walk; Featured Neighborhoods,High street shopping spree,1-3 hours,"Huaihai Road Commercial Street is known as the ""Champs Elysé es of the East"" and is full of luxury shops. 
It used to be a French concession, leaving behind many French buildings, which are very charming. 
There are not only various shopping malls, but also various old restaurants and snack restaurants on the street.","Open year round, 24/7"
44212154,Shanghai,Shanghai Symphony Museum,43,4.7,2.9,,0.0,31.211844,121.449916,Museum; venue exhibition hall,Records the history of Shanghai symphony music,2-3 hours,"One of the largest private gardens in central Shanghai City was originally the residence of Shanghai Beach dye king Zhou Zongliang. On October 1, 2017, the Shanghai Symphony Music Museum located here was officially put into trial operation and opened to the public. It is the first museum in China with the theme of symphony music. There are more than 300 precious documents and physical exhibits in the museum, which are composed of three major sections: ""Le Zhihe"" combs the long history of the development of Shanghai's symphony music,""Le Zhihua"" focuses on introducing China conductors, composers and representative works of symphonies, and ""Le Zhi Zhi"" popularizes symphony knowledge to the public in an easy-to-understand way.",Open at  09:30-16:30(Admission ends at 16:00)
69572753,Shanghai,Shanghai Astronomy Museum,4602,4.9,8.0,,30.0,30.912217,121.926015,planetarium; Planetariums,,2-4 hours,"Shanghai Planetarium (Shanghai Science and Technology Museum Branch) is a large-scale science museum invested and built by the Shanghai City Government. It is located in Lingang New Area of China (Shanghai) Pilot Free Trade Zone, close to Dishui Lake Station of Metro Line 16. The Shanghai Planetarium covers an area of 58603 square meters and a building area of 37741 square meters. It is the largest planetarium in the world. With the vision of ""shaping a complete view of the universe"", the Shanghai Planetarium strives to stimulate people's curiosity and encourage people to feel the stars, understand the universe, and think about the future.
The main building of the Shanghai Planetarium forms a ""celestial orbit"" in a beautiful spiral shape. The unique three circular elements of the round hole skylight, inverted dome and dome theater form a ""three-body"" structure, which jointly interpret the basic laws of celestial movement. Outdoor greening outlines the spiral arm shape of the galaxy and naturally connects with the ""Starry Sky"" park, fully reflecting the organic integration of architecture and ecology.",Open at  09:30-16:00(Admission ends at 15:00)
81746,Shanghai,"Fengxian Tourism Area, Shanghai",59,4.3,2.7,,0.0,30.824985,121.528611,seaside sandy beach; Beaches; Seashores,Enjoy the sea view and watch the sunrise,1 day,"Fengxian Bay Tourist Area is located at the southern tip of Shanghai City, facing the East China Sea, 40 kilometers away from the city center, and a 13.7-kilometer-long coastline spans east and west.",Opens at 08:30-21:00(Admission ends at 20:00)
79193,Shanghai,Shanghai Changfeng Ocean World,7581,4.3,5.7,,149.0,31.224833,121.396983,Cute animals; Treasure place for walking babies; Aquariums,,2-4 hours,"Shanghai Changfeng Ocean World belongs to the British Merlin Entertainment Group, which is the first in Europe and the second in the world. It is located in Changfeng Park, a national 4A-level scenic spot. Shanghai Changfeng Ocean World has more than 300 species and more than 10,000 marine aquatic organisms. It is divided into areas such as dancing with rays, touching the star zone, wonders of the world tropical rain forest, seahorse kingdom, colorful coral belt, deep sea secret, shark tunnel, penguin paradise, art aquarium and turtle VR. As an international ocean theme park, Shanghai Changfeng Ocean World has a wide variety of marine life, lifelike theme landscaping and creative interaction between education and entertainment, which perfectly integrates man and nature.",Open at 09:30-18:00(Tickets available until 17:00; admission ends at 17:15)
80872,Shanghai,Dongfang Green Boat Scenic Area,4204,4.6,5.0,4A,49.0,31.109012,121.010537,Hidden Gems for Kids' Outings; City Parks,It is suitable for both leisure outings and team-building activities.,1 day,"· Located near the picturesque Dianshan Lake, Oriental Land is a large park in Shanghai that integrates outdoor training, youth social practice, team activities, and leisure tourism.  
· Visitors can explore the National Defense Park, view a simulated aircraft carrier, visit the Military Weapons Exhibition Hall and naval submarines, participate in simulated shooting and target practice, ride amphibious vehicles, and enjoy thrilling 3D dynamic movies.  
· Stroll along Ginkgo Avenue, Green Energy Road, Lakeside Boulevard, Moon Bay, and Fisherman’s Wharf to admire the serene and elegant beauty of Dianshan Lake's waterscape.  
· Families of three can enjoy activities such as the ""Brave Path,"" challenge the ""Wisdom Maze,"" explore the ""Fun Bridge World,"" and walk along the world's first sculpture avenue featuring 168 great minds of wisdom.  
· The park is home to over 3,000 plum trees, and from an aerial view, the 200-meter-long red plum blossom belt resembles a haze of smoke or clouds.  ",Open at 08:30-16:00(Admission ends at 15:30)
