name,real_city,avg_price,small_cate,stars,review_count,good_remarks,bad_remarks,longitude,latitude,product_rating,environment_rating,service_rating
Longqingxia Mountain Cherry Restaurant,Beijing,150.0,Economy,3.5,1,1.0,0.0,116.024142,40.545396,6.9,7.0,7.0
Baili Gallery Changping Farmhouse,Beijing,2250.0,Economy,3.5,1,1.0,0.0,116.268549,40.681015,6.8,6.8,7.0
Nalu Weiyang Farmhouse Restaurant,Beijing,105.0,Economy,3.5,2,2.0,0.0,116.024791,40.542758,6.8,7.0,6.9
Baili Gallery Landscape Siyuan Farmhouse Restaurant Room,Beijing,180.0,Economy,3.5,5,5.0,0.0,116.353053,40.691359,7.0,7.0,7.0
Longqingxia Dongdong Farmhouse,Beijing,207.0,Economy,3.5,3,3.0,0.0,116.010488,40.530573,6.9,7.0,7.0
Longqingxia Shede Courtyard,Beijing,802.5,Economy,3.5,4,4.0,0.0,115.931595,40.352905,7.0,7.0,7.0
Ji Wenzhi Farmhouse,Beijing,187.5,Economy,3.5,3,3.0,0.0,116.46256,40.68495,6.9,6.9,6.9
Qinglongxia Dream Home Farmhouse,Beijing,120.0,Economy,3.5,9,8.0,1.0,116.699727,40.449919,7.7,7.9,7.0
Mutianyu Great Wall Fuhua Farmhouse,Beijing,180.0,Economy,3.5,1,1.0,0.0,116.581345,40.443277,7.3,7.4,7.4
Datong Mingdi Hotel,Beijing,148.5,Economy,4.0,12,10.0,0.0,116.63801,40.31499,7.3,8.3,7.8
Yanqi Lake Meimei Farmhouse,Beijing,124.5,Economy,3.5,28,25.0,0.0,116.692473,40.388696,7.5,8.1,7.5
Dabao Farmhouse,Beijing,231.0,Economy,4.0,7,9.0,0.0,116.624175,40.440099,7.6,7.7,7.7
Yanqi Lake Jiashuo Farmhouse,Beijing,129.0,Economy,4.0,10,10.0,0.0,116.694618,40.388679,7.6,8.4,8.5
Haohan Business Club,Beijing,297.0,Economy,3.5,7,6.0,1.0,116.63898,40.31085,7.5,7.4,7.1
Kuribayashi Courtyard,Beijing,723.0,Economy,4.0,14,15.0,0.0,116.53753,40.43198,7.4,8.2,8.0
Shangke You Chain Hotel,Beijing,265.5,Economy,4.5,17,16.0,0.0,116.700668,40.325873,8.2,8.6,8.6
Shentangyu Congcong Farmhouse,Beijing,180.0,Economy,4.0,42,37.0,2.0,116.625691,40.439106,7.7,7.7,7.9
Xingcheng Hotel,Beijing,433.5,Economy,3.5,33,25.0,4.0,116.683479,40.351796,7.5,7.3,7.6
Beijing 72 Degrees Hot Spring Resort Hotel,Beijing,736.5,Midscale,3.5,210,137.0,46.0,116.436766,40.156167,8.1,7.7,7.6
Beijing Jiuhua Mountain Villa Hotel,Beijing,754.5,Luxury,4.0,512,400.0,54.0,116.423782,40.155466,8.1,7.9,7.2
Quanshui Fish Resort,Beijing,622.5,Economy,4.0,49,41.0,5.0,116.040473,40.227532,7.6,7.6,7.4
Beijing Entrepreneurship Space Youth Hostel,Beijing,168.0,Economy,4.0,12,11.0,0.0,116.338539,39.989791,8.2,8.3,8.3
Jinghuiyuan Business Hotel,Beijing,268.5,Economy,3.5,22,13.0,6.0,116.333232,39.952304,7.6,7.1,6.9
Huaqingyu Theme Hotel,Beijing,396.0,Upscale,2.0,25,12.0,12.0,116.345806,39.960282,5.9,5.6,5.5
Nikko Valley,Beijing,1977.0,Luxury,4.0,3,5.0,0.0,116.92706,40.44575,7.9,8.0,8.1
Yunze Mountain Villa Ecological Resort Hotel,Beijing,735.0,Upscale,3.5,227,141.0,39.0,115.662056,39.630865,7.7,7.5,7.1
Baili Gallery Yang Jinxia Farmhouse,Beijing,225.0,Economy,3.0,3,1.0,2.0,116.382662,40.701045,6.6,6.7,6.7
Sleeping Buddha Villa,Beijing,1081.5,Midscale,4.5,112,97.0,5.0,116.208887,40.007671,8.3,8.4,8.2
Tongxi Le Hotel,Beijing,180.0,Economy,3.0,3,0.0,1.0,115.97037,40.3633,6.5,6.6,6.7
Xiyuyuan Conference Resort Center,Beijing,540.0,Economy,4.5,127,98.0,6.0,116.444769,40.24266,7.8,8.7,7.7
Wuling Mountain Villa,Beijing,630.0,Midscale,3.5,316,218.0,37.0,117.392428,40.640547,8.1,7.8,7.1
Green Source Art Scenic Resort,Beijing,298.5,Midscale,4.5,6,6.0,1.0,116.450626,39.678579,8.2,7.6,7.7
Beijing Tujia Huanshu Resort Villa,Beijing,633.0,Luxury,4.5,5,5.0,0.0,117.269949,40.648474,8.4,8.5,8.4
Beijing Yiyuan Farmhouse,Beijing,4333.5,Economy,3.5,6,6.0,0.0,116.550101,40.431557,7.1,7.0,7.2
Badaling Tiancheng Green Field Farm,Beijing,225.0,Economy,3.5,6,6.0,0.0,115.96453,40.36031,7.1,7.1,7.1
Baili Gallery Wulongxia Liu Family Courtyard,Beijing,225.0,Economy,3.5,1,1.0,0.0,116.46726,40.69448,7.3,7.4,7.4
Guichuan Haihe Hotel,Beijing,162.0,Economy,3.5,5,4.0,1.0,115.974655,40.464261,7.4,7.5,7.5
Longqingxia Huiyou Farmhouse,Beijing,99.0,Economy,3.5,2,2.0,0.0,116.023324,40.540306,7.0,7.0,7.0
Badaling Zhuanghurenjia Inn,Beijing,205.5,Economy,2.0,8,2.0,5.0,115.993409,40.364943,5.6,5.7,5.7
Kangxi Grassland Laoliu Farmhouse,Beijing,150.0,Economy,2.0,2,1.0,1.0,115.862121,40.380181,5.6,5.7,5.8
Longqingxia Wang Family's First Courtyard,Beijing,177.0,Economy,2.0,19,6.0,11.0,116.02274,40.540979,5.8,6.0,5.9
Longqingxia Lelingfang Farmhouse,Beijing,162.0,Economy,2.0,14,6.0,7.0,116.023208,40.542511,5.8,5.9,5.9
Super 8 Hotel,Beijing,240.0,Economy,3.5,15,12.0,3.0,116.679289,40.28717,7.5,7.5,7.6
Dream Memory Theme Hotel,Beijing,195.0,Economy,3.5,20,16.0,4.0,116.135591,39.72658,7.4,7.2,6.8
"Hidden in the countryside, Huangqiao Flower Blooming Homestay",Beijing,4189.5,Luxury,4.5,16,16.0,0.0,115.859183,39.689507,8.4,8.5,8.5
Dongfang Meigaomei International Hotel,Beijing,940.5,Luxury,5.0,320,260.0,31.0,116.095898,39.80979,8.7,9.1,9.2
Beijing Ruyuan Courtyard Hotel,Beijing,1855.5,Upscale,4.0,27,24.0,3.0,116.419932,39.937303,8.5,7.9,7.3
Changfu Palace Hotel,Beijing,1020.0,Luxury,5.0,362,333.0,10.0,116.437788,39.907506,9.1,9.1,9.2
Aishe Space Theme Concept Hotel,Beijing,597.0,Economy,3.5,464,371.0,58.0,116.454215,39.933125,8.6,8.3,7.2
Tiny Times Theme Hotel,Beijing,282.0,Economy,3.5,59,45.0,8.0,116.185181,39.91024,7.6,8.1,7.6
Selected Orange Hotels,Beijing,787.5,Midscale,4.5,430,346.0,10.0,116.363861,39.939694,8.1,8.3,8.2
Hedeyuan Courtyard Hotel,Beijing,213.0,Midscale,4.0,49,37.0,7.0,116.396661,39.894139,7.8,7.5,7.5
Lifeng Hotel,Beijing,651.0,Upscale,4.0,254,215.0,25.0,116.41763,39.99472,8.1,8.3,8.1
Shidu Greedy Sleep Theme Courtyard,Beijing,136.5,Midscale,4.5,29,27.0,2.0,115.593363,39.632993,8.5,8.7,8.4
Nanchang Hotel,Beijing,522.0,Economy,4.5,541,417.0,27.0,116.377421,39.917984,8.7,6.7,7.1
Qixi Hotel,Beijing,75.0,Economy,3.5,13,9.0,2.0,116.237111,40.224674,7.5,7.6,7.7
Beijing Songhe Jianguo Hot Spring Hotel,Beijing,721.5,Upscale,4.5,191,152.0,15.0,116.745808,40.08463,8.4,8.4,8.4
Jindi Shangpin Theme Hotel,Beijing,444.0,Upscale,4.0,34,31.0,1.0,116.42824,39.847524,8.4,8.0,8.4
Beijing Shichahai Shadow Puppetry Culture Theme Hotel,Beijing,663.0,Upscale,4.5,86,75.0,4.0,116.382585,39.938587,8.0,8.4,8.5
Beijing Qianmen Jianguo Hotel,Beijing,790.5,Upscale,4.0,460,377.0,33.0,116.385759,39.886751,9.0,8.4,8.5
Sirena Cat Hostel International Youth Apartment,Beijing,184.5,Midscale,4.0,179,142.0,20.0,116.412056,39.948516,8.7,8.2,8.0
Slo Hotel,Beijing,333.0,Midscale,4.0,200,151.0,25.0,116.38648,39.852505,8.5,8.1,8.0
Shounong Xiangshan Conference Center,Beijing,685.5,Upscale,4.5,97,82.0,4.0,116.200054,39.996092,8.3,8.5,8.6
LeKu Garden Theme Hotel,Beijing,420.0,Upscale,4.5,52,48.0,1.0,116.530981,39.870753,8.4,8.8,8.8
Shanshui Trends Hotel,Beijing,457.5,Economy,4.0,114,95.0,10.0,116.392532,39.887437,7.6,8.4,8.4
Shidu Sunshine Villa,Beijing,151.5,Economy,3.5,9,8.0,1.0,115.591649,39.633873,7.3,7.4,7.4
Shidu Blue Sea Love Villa,Beijing,163.5,Economy,2.0,6,4.0,2.0,115.59197,39.632958,5.9,6.0,6.0
Longqingxia Hongzhi Restaurant Farmhouse,Beijing,150.0,Economy,3.0,2,0.0,0.0,116.021552,40.543007,6.8,6.9,6.9
Baili Gallery Futian Farmhouse,Beijing,300.0,Economy,3.5,1,1.0,0.0,116.347747,40.695737,6.9,6.9,6.9
Shidu Haoxin Villa,Beijing,150.0,Economy,3.0,5,3.0,2.0,115.59145,39.632952,6.8,6.9,6.9
Badaling Minchang Inn,Beijing,255.0,Economy,3.5,1,1.0,0.0,115.962685,40.372985,6.9,6.9,6.9
Cocopark Villa Apartments,Beijing,4071.0,Economy,3.5,1,1.0,0.0,116.424905,39.924658,6.9,7.0,7.0
Wangfu Apartment,Beijing,2199.0,Economy,3.5,3,3.0,0.0,116.404994,40.105255,7.1,7.2,7.2
Shidu Anju Villa Farmhouse,Beijing,126.0,Economy,3.0,6,4.0,2.0,115.59392,39.630357,6.5,6.6,6.7
Beijing Xiaoming Villa,Beijing,132.0,Economy,3.5,1,1.0,0.0,115.59312,39.633965,6.9,6.9,6.9
Beijing Simatai Guishengyuan Villa,Beijing,231.0,Economy,4.5,26,26.0,0.0,117.247263,40.657839,8.5,8.7,8.7
Shidu Guiting Farmhouse,Beijing,148.5,Economy,3.5,1,1.0,0.0,115.59437,39.63488,6.9,6.9,6.9
Wangfu Villa Home,Beijing,2427.0,Economy,3.5,1,1.0,0.0,116.409386,40.103171,7.0,7.0,7.0
Gubeikou Simatai Shanshui Elegant Residence Farmhouse,Beijing,273.0,Economy,3.5,3,3.0,0.0,117.232727,40.659274,6.9,7.0,7.0
Shidu Sanjiang Farmhouse Villa,Beijing,150.0,Economy,3.5,1,1.0,0.0,115.593616,39.632767,6.9,6.9,6.9
Shidu Fulaiyuan Villa,Beijing,252.0,Economy,3.5,1,1.0,0.0,115.591627,39.633195,7.0,7.0,7.0
Shidu Memory Courtyard,Beijing,123.0,Economy,3.5,5,6.0,1.0,115.591724,39.631442,7.2,7.5,7.3
Movie themed hotels for movie stays,Beijing,379.5,Economy,3.5,116,92.0,18.0,116.642897,39.906826,8.2,7.7,7.4
Beijing Xinhualian Lijing Hot Spring Hotel,Beijing,1023.0,Luxury,5.0,380,309.0,42.0,116.759762,40.123453,9.0,9.0,9.1
Wanai Couple Theme Hotel,Beijing,589.5,Midscale,3.5,363,273.0,49.0,116.305835,39.937113,7.5,8.1,7.8
Ruishi Theme Hotel,Beijing,471.0,Upscale,4.5,278,242.0,19.0,116.32055,39.880501,8.7,8.6,8.6
Manshanting Homestay,Beijing,370.5,Economy,4.5,15,15.0,0.0,117.422626,40.649292,8.4,8.5,8.5
Yueweizhuang Courtyard Hotel,Beijing,1413.0,Upscale,5.0,101,91.0,7.0,116.422307,39.927495,9.0,8.9,9.0
Beijing Jingda Grand Canyon Huanyin Farmhouse,Beijing,360.0,Upscale,3.5,1,2.0,0.0,116.250336,40.415802,6.9,6.9,6.9
Beijing University Zhongguan New Park Hotel,Beijing,657.0,Upscale,4.5,143,110.0,12.0,116.316284,39.990267,8.7,8.8,8.6
Direct homestay,Beijing,402.0,Upscale,4.5,10,10.0,0.0,116.719905,39.946701,8.5,8.7,8.7
De Yue Lou Inn in Gubei Water Town,Beijing,652.5,Economy,4.5,51,50.0,1.0,117.272328,40.651336,8.9,8.7,8.8
Yongshun Inn,Beijing,250.5,Economy,4.5,149,152.0,2.0,117.272282,40.648147,8.7,9.0,8.9
At Zhihe Resort Hotel,Beijing,1498.5,Luxury,5.0,228,204.0,14.0,116.40959,40.014229,9.1,9.2,9.1
Haoni Farmhouse in Longqingxia,Beijing,168.0,Economy,3.0,1,0.0,1.0,116.025063,40.541085,6.8,6.9,6.8
Washing Dust Inn in Gubei Water Town,Beijing,1155.0,Economy,4.0,47,42.0,4.0,117.277154,40.653438,8.3,7.9,8.0
Shanglin International Youth Hostel,Beijing,96.0,Economy,3.0,125,87.0,24.0,116.389965,39.892722,6.9,7.0,6.3
Heartbeat Hotel,Beijing,504.0,Midscale,3.5,71,55.0,13.0,116.454096,39.948379,8.1,7.8,7.9
A-Hotel Hotel,Beijing,732.0,Midscale,4.5,563,458.0,41.0,116.448497,39.930943,8.8,8.8,8.2
Lifeng Hotel,Beijing,657.0,Midscale,4.0,94,86.0,10.0,116.388502,39.849862,8.8,8.9,8.4
Stay at Youth Hostel,Beijing,69.0,Economy,4.5,14,17.0,0.0,116.459257,39.867582,8.5,8.7,8.6
Beijing Siheju Hotel,Beijing,210.0,Economy,3.5,29,26.0,2.0,116.372035,39.926206,7.8,7.7,7.1
Maker's Home Youth Hostel,Beijing,147.0,Economy,3.5,7,5.0,2.0,116.297053,40.028723,7.3,6.9,6.9
Artillery Factory Youth Hostel,Beijing,103.5,Economy,3.0,177,67.0,46.0,116.420402,39.947032,5.8,6.4,6.0
Beijing Baozhigu International Convention Center,Beijing,763.5,Upscale,4.5,21,19.0,0.0,116.254842,40.276719,7.7,8.3,8.6
Lifeng Hotel,Beijing,580.5,Upscale,4.0,106,91.0,8.0,116.676746,39.891655,8.1,7.6,7.7
Beijing Great Wall Inn,Beijing,357.0,Economy,3.0,20,10.0,8.0,116.01167,40.35975,6.8,7.3,6.5
Grandma's small courtyard,Beijing,2775.0,Luxury,4.5,22,21.0,0.0,115.862099,39.688521,8.5,8.9,8.9
Peach Leaf Valley Courtyard,Beijing,2262.0,Luxury,4.5,43,38.0,5.0,115.862893,39.686318,8.8,9.0,9.0
Jiangtai Art Palace Hotel,Beijing,526.5,Upscale,3.5,335,240.0,44.0,116.489263,39.970973,8.7,8.0,7.2
media center,Beijing,618.0,Upscale,4.5,270,208.0,16.0,116.320246,39.910493,9.1,8.8,8.7
Linqu Inn,Beijing,402.0,Economy,3.5,2,2.0,0.0,115.983389,40.350304,7.2,7.3,7.3
Beijing Haidian Yongtai Four Points by Sheraton Hotel,Beijing,903.0,Luxury,4.5,371,297.0,35.0,116.279764,39.957718,8.9,8.7,8.8
Pin Ai Theme Hotel,Beijing,594.0,Midscale,4.0,84,73.0,13.0,116.502038,39.900052,8.1,7.9,8.3
Liugou Mountain Xiu Farmhouse,Beijing,270.0,Economy,3.5,1,1.0,0.0,116.110558,40.437698,7.3,7.3,7.3
Cloud End Youth Hostel,Beijing,100.5,Economy,3.5,7,6.0,1.0,116.273248,39.912517,7.2,6.9,6.8
Dazhuangke Yu Family Courtyard Farmhouse Courtyard,Beijing,166.5,Economy,3.5,3,3.0,0.0,116.228743,40.436185,7.2,7.2,7.2
Sinopec Conference Center,Beijing,523.5,Luxury,4.5,175,144.0,13.0,116.264671,40.244259,8.4,8.9,9.0
Longqingxia Bright Farmhouse,Beijing,85.5,Economy,3.5,2,2.0,0.0,116.02717,40.544501,6.9,6.9,7.0
Haorenyuan Farmhouse in Longqingxia,Beijing,114.0,Economy,3.5,2,2.0,0.0,116.025622,40.542652,6.9,6.9,6.9
Longqingxia Ruikangju Farmhouse,Beijing,174.0,Economy,3.0,1,1.0,0.0,116.104463,40.513646,6.9,6.9,6.9
Liugou 186 Phoenix Pavilion Farmhouse,Beijing,207.0,Economy,3.5,9,8.0,0.0,116.094035,40.446957,6.1,7.0,7.0
Junyue Inn in Gubei Water Town,Beijing,810.0,Economy,4.5,37,36.0,1.0,117.275631,40.65227,8.6,8.4,8.4
Baiqi Inn in Gubei Water Town,Beijing,1152.0,Economy,4.5,46,41.0,2.0,117.278313,40.654187,8.5,8.7,8.7
Longqingxia Yike Lai Farmhouse,Beijing,150.0,Economy,3.5,1,1.0,0.0,116.023147,40.545263,6.9,6.9,6.9
Longqingxia Hongyun Gaozhao Farmhouse,Beijing,88.5,Economy,3.0,1,1.0,0.0,116.023821,40.545111,6.8,6.9,6.9
Beijing Simatai Yiyi Courtyard,Beijing,172.5,Economy,4.5,105,101.0,1.0,117.264316,40.62175,8.8,9.0,8.9
City Courtyard Inn,Beijing,379.5,Economy,4.0,99,81.0,10.0,116.40149,39.94454,8.4,8.0,7.8
Xiaozhu Theme Hotel,Beijing,342.0,Economy,4.0,131,106.0,19.0,116.336276,39.959338,7.9,7.8,7.9
Yunshui Yaoshan Residence,Beijing,922.5,Midscale,5.0,11,11.0,0.0,116.193739,40.341796,9.0,9.0,9.0
Beijing Simatai Observation Villa,Beijing,1048.5,Luxury,3.5,11,10.0,0.0,117.268128,40.646179,7.2,7.2,7.2
Crowne Plaza Hotel Sun Palace Beijing,Beijing,1329.0,Luxury,5.0,681,611.0,20.0,116.43468,39.972413,9.1,9.1,9.2
Autumn Fruit Hotel,Beijing,729.0,Economy,4.5,5,7.0,0.0,116.488823,39.91264,8.6,8.7,8.7
Sunrise Hotel,Beijing,237.0,Economy,3.0,18,11.0,2.0,116.565264,39.797944,7.3,7.0,6.6
Guangyao Oriental Plaza Hotel Apartments,Beijing,507.0,Economy,3.0,11,5.0,3.0,116.322146,39.899049,6.8,6.8,6.9
Debao Hotel,Beijing,757.5,Upscale,3.5,130,78.0,19.0,116.34818,39.940096,7.7,7.4,7.5
Sunshine Service Apartment,Beijing,657.0,Economy,4.0,12,10.0,2.0,116.323987,39.961554,8.1,7.7,7.8
99 Hotel Chain,Beijing,253.5,Economy,3.0,49,26.0,15.0,116.234438,40.211041,6.6,6.8,6.5
Lemon Bay Hotel,Beijing,448.5,Economy,4.0,10,10.0,0.0,116.420692,39.786052,7.5,7.8,8.1
Hanting,Beijing,361.5,Economy,3.5,53,45.0,6.0,116.394055,39.813498,7.2,7.3,7.2
Pod Inn,Beijing,361.5,Economy,2.0,57,24.0,22.0,116.399912,39.945104,6.3,6.0,6.0
Tangren Mansion Hotel,Beijing,315.0,Economy,4.0,9,8.0,1.0,116.220523,40.221574,7.5,7.7,7.8
Bohao Hotel,Beijing,189.0,Economy,3.5,7,6.0,1.0,116.41282,39.90036,7.6,7.6,7.4
Oriental House Hotel,Beijing,474.0,Economy,3.0,11,7.0,3.0,116.416123,39.910374,7.0,7.0,6.3
Zhonglian Xinhua Hotel,Beijing,292.5,Economy,3.5,42,24.0,12.0,116.318053,39.886088,7.5,7.7,6.8
Haiyou Hotel,Beijing,285.0,Economy,3.5,24,14.0,2.0,116.492998,39.797419,7.3,7.3,7.4
99 Hotel Chain,Beijing,301.5,Economy,3.5,39,35.0,5.0,116.421534,39.920433,7.4,7.7,7.9
Haiyou Hotel,Beijing,196.5,Economy,3.5,27,16.0,8.0,116.234204,40.210162,7.7,7.6,7.3
Liuhe Xiang Courtyard Hotel,Beijing,598.5,Midscale,3.5,29,25.0,0.0,116.370759,39.924934,7.5,7.4,7.4
Pai Hotel,Beijing,259.5,Economy,3.0,37,21.0,11.0,116.234113,40.214737,7.5,7.2,6.8
7-day chain hotel,Beijing,409.5,Economy,3.5,45,33.0,10.0,116.327785,40.04649,7.6,7.5,7.0
holiday inn express beijing dongzhimen,Beijing,1107.0,Midscale,5.0,429,394.0,12.0,116.443281,39.936909,9.1,9.2,9.2
Beifang Langyue Hotel,Beijing,493.5,Economy,3.5,18,15.0,1.0,116.396971,39.951797,7.8,7.6,7.6
Home Inn,Beijing,591.0,Economy,3.5,129,78.0,10.0,116.358724,39.936394,6.4,6.3,6.4
Hanting,Beijing,145.5,Economy,3.0,74,48.0,9.0,116.442172,39.924944,7.6,7.4,7.5
Tiny Times Youth Hostel,Beijing,178.5,Economy,3.5,25,24.0,1.0,116.336918,39.991462,7.5,7.4,7.6
Xiangyue Theme Apartment,Beijing,291.0,Midscale,4.0,11,11.0,2.0,116.234066,40.2146,8.0,8.3,8.3
Love Ferry Fashion Theme Hotel,Beijing,253.5,Midscale,4.5,19,18.0,0.0,116.828845,40.150362,8.2,8.6,8.3
Beijing Mi'an Flower Language Theme Hotel,Beijing,205.5,Economy,4.0,74,67.0,7.0,116.431343,40.070476,7.5,7.4,7.6
Beijing Courtyard Front and Rear Boutique Homestay,Beijing,1042.5,Luxury,5.0,32,31.0,0.0,116.858956,40.351782,8.9,9.0,9.0
Dequan Hotel,Beijing,298.5,Midscale,4.5,12,12.0,1.0,116.435537,39.883178,8.1,7.4,8.5
Badaling Dongyuan Yaju Inn,Beijing,501.0,Economy,3.0,3,1.0,1.0,115.964055,40.371311,6.7,6.8,6.8
Time Walk Nostalgic Theme Hotel,Beijing,579.0,Luxury,4.5,101,100.0,0.0,116.471045,39.88128,8.5,9.0,9.0
Shisanling Yishe Mountain Residence Homestay,Beijing,750.0,Luxury,4.5,23,23.0,0.0,116.193423,40.342,8.4,8.3,8.7
Star House Youth Hostel,Beijing,117.0,Economy,3.5,18,13.0,1.0,116.306494,39.980897,7.4,7.1,6.9
Zhungeer Mingzhu Hotel,Beijing,637.5,Midscale,4.5,22,20.0,1.0,116.443287,39.881308,8.2,8.4,8.4
169 Business Hotel,Beijing,337.5,Midscale,3.0,48,37.0,10.0,116.570025,40.06628,7.2,7.3,6.5
"Haiyou Hotel (Chongwen Branch, Beijing)",Beijing,396.0,Economy,3.5,9,7.0,0.0,116.420265,39.904185,7.5,7.3,7.4
Beijing Haiyang Youth Hostel,Beijing,132.0,Economy,3.5,47,24.0,14.0,116.310524,39.986153,7.3,6.7,7.0
99 Preferred Hotels,Beijing,328.5,Economy,3.5,57,49.0,4.0,116.372383,40.034258,7.5,7.6,7.2
7-day chain hotel,Beijing,333.0,Economy,3.5,45,40.0,4.0,116.406935,40.079293,7.6,7.7,7.3
7-day chain hotel,Beijing,291.0,Economy,4.0,16,11.0,3.0,116.559731,39.942431,7.1,8.1,8.2
Trees - Warm Apartment,Beijing,385.5,Economy,3.5,3,3.0,0.0,116.4972665,39.991048,7.0,6.9,7.0
99 Preferred Hotels,Beijing,388.5,Economy,3.0,35,24.0,10.0,116.421847,39.897003,7.2,6.9,6.8
DNA Business Chain Hotel,Beijing,267.0,Economy,3.5,132,101.0,20.0,116.688448,40.131866,7.4,6.8,6.8
Wufeng Fuyuan Courtyard Hotel,Beijing,549.0,Luxury,3.5,26,23.0,2.0,116.423154,39.904752,7.6,7.9,7.5
Beijing Tanyizhan Boutique Hotel,Beijing,487.5,Upscale,3.5,204,137.0,45.0,116.445958,39.935209,7.6,7.4,7.0
Granary International Youth Hostel,Beijing,358.5,Economy,3.5,36,26.0,3.0,116.395724,39.893338,7.5,7.4,7.5
WalkerQiyuan International Youth Hostel,Beijing,195.0,Economy,3.5,15,13.0,2.0,116.348365,40.03221,7.3,7.4,7.0
Beijing Xiangshan Holiday Business Club,Beijing,684.0,Midscale,4.0,48,46.0,2.0,116.200733,39.997781,8.1,8.0,7.9
Rainbow Express Hotel,Beijing,282.0,Economy,4.0,9,6.0,1.0,116.191045,39.906432,7.8,7.6,7.9
Beijing Hainan Building,Beijing,430.5,Upscale,3.5,43,27.0,7.0,116.408617,39.95447,7.3,6.9,7.1
Navilli Hotel,Beijing,463.5,Upscale,2.0,42,26.0,16.0,116.576273,40.064692,6.7,6.0,6.2
Home Inn,Beijing,454.5,Economy,3.5,46,37.0,6.0,116.357456,39.893241,7.6,7.7,7.3
Super 8 Hotel,Beijing,267.0,Economy,3.5,12,9.0,1.0,116.159924,39.722735,8.4,7.4,7.3
Home Inn,Beijing,78.0,Economy,3.5,32,23.0,6.0,116.313309,39.964677,6.7,7.0,6.7
Home Inn,Beijing,336.0,Economy,3.5,145,98.0,10.0,116.353564,39.875285,7.0,7.1,7.1
Red Apple Chain Hotel,Beijing,289.5,Economy,2.0,73,53.0,17.0,116.345397,39.960354,6.6,6.0,5.9
Huafeng Hotel,Beijing,658.5,Midscale,3.5,55,33.0,10.0,116.40713,39.901424,7.6,7.1,7.0
99 Preferred Hotels,Beijing,208.5,Economy,3.0,20,11.0,7.0,116.246958,39.966855,7.1,7.3,6.7
Beijing Zhuxuanlu Wooden House Homestay,Beijing,2037.0,Luxury,4.5,27,28.0,0.0,116.464531,40.117406,8.6,8.9,8.4
Dog's Nest Sheep pen Youth Hostel,Beijing,94.5,Economy,4.0,5,6.0,0.0,116.515045,39.924295,7.9,8.0,8.1
Nangong Ethnic Hot Spring Health Park,Beijing,361.5,Midscale,5.0,609,508.0,45.0,116.153561,39.792674,9.1,9.1,8.8
Orange Hotel · Selected,Beijing,765.0,Midscale,5.0,455,400.0,20.0,116.448293,39.959203,9.0,9.0,9.1
Beijing VUE Houhai Hotel,Beijing,1782.0,Luxury,5.0,78,73.0,3.0,116.383403,39.941252,8.6,9.0,9.1
Youhome International Youth Hostel,Beijing,127.5,Economy,3.5,3,3.0,1.0,116.408522,40.006763,7.2,7.2,7.2
Guangji Neighborhood Love Inn,Beijing,91.5,Economy,3.5,24,20.0,0.0,116.364982,39.926603,7.8,8.3,7.4
Beijing Guyun International Youth Hostel,Beijing,162.0,Economy,3.5,228,151.0,40.0,116.393739,39.944833,7.5,7.1,6.7
Vienna International Hotel,Beijing,702.0,Midscale,4.5,189,149.0,24.0,116.357681,39.884636,8.8,8.5,8.6
Accommodation in Yonghe No.28 Courtyard,Beijing,106.5,Economy,4.5,34,38.0,1.0,116.419674,39.945085,8.9,8.8,8.9
Liu Family Old Shop Farmhouse,Beijing,180.0,Economy,2.0,4,1.0,1.0,115.992121,40.364618,5.9,5.9,6.0
Changyuan Hotel,Beijing,597.0,Midscale,4.0,50,44.0,1.0,116.372592,39.92234,8.1,8.5,8.2
Longqing Gorge Longqing Jiaren Farmhouse,Beijing,129.0,Economy,3.0,1,1.0,1.0,116.024339,40.540894,6.8,6.7,6.9
Agricultural Army Hotel,Beijing,282.0,Economy,3.0,100,51.0,13.0,116.2775695,40.02969916,6.8,6.1,6.1
Xinshengyuan Hotel,Beijing,264.0,Economy,3.0,49,20.0,20.0,116.303552,39.972647,6.4,6.3,5.9
Beijing Youth Bookstore,Beijing,151.5,Economy,4.5,9,13.0,0.0,116.348047,39.975162,8.6,8.7,8.5
There is an international youth hostel,Beijing,133.5,Economy,3.5,70,48.0,6.0,116.47773,39.916454,7.5,7.2,7.2
Bird's Nest Landscape Room Youth Hostel,Beijing,136.5,Economy,4.5,37,37.0,0.0,116.401159,39.996944,8.6,8.9,8.8
Yonghe International Youth Hostel,Beijing,99.0,Economy,3.5,217,124.0,29.0,116.418045,39.941749,6.9,7.1,6.3
Residential serviced apartments,Beijing,798.0,Upscale,3.5,80,59.0,11.0,116.46485,39.962656,7.5,7.5,7.1
Vienna International Hotel,Beijing,790.5,Midscale,5.0,323,272.0,25.0,116.326053,39.943502,9.1,9.0,8.7
Pod Inn,Beijing,508.5,Economy,2.0,44,22.0,19.0,116.466068,39.997726,7.0,6.0,6.0
Pengyiduo Hotel,Beijing,303.0,Economy,3.0,11,8.0,3.0,116.460349,39.996205,7.2,7.3,6.9
Home Inn,Beijing,258.0,Economy,3.5,45,43.0,3.0,116.132356,39.731543,7.4,7.5,7.5
Mingchen Holiday Hotel,Beijing,384.0,Upscale,3.5,13,8.0,1.0,116.657054,40.096585,6.6,7.2,7.0
